problem_id,token_index,is_correct,extracted_answer,ground_truth,Neuron_5021,Neuron_10801,Neuron_13995,Neuron_12185,Neuron_5253,Neuron_3355,Neuron_786,Neuron_12004,Neuron_1674,Neuron_7981,Neuron_1050,Neuron_3874,Neuron_7938,Neuron_9692,Neuron_13933,Neuron_7129,Neuron_1793,Neuron_8384,Neuron_102
0,10,False,28,2010,-0.486328125,0.40234375,-0.58203125,-5.6875,1.59375,-0.5,2.703125,-17.125,2.34375,-0.5546875,-5.03125,-0.7578125,-3.515625,-4.21875,1.3359375,0.052978515625,0.45703125,-1.421875,-5.4375
0,11,False,28,2010,1.0703125,0.6171875,1.6875,-7.78125,1.0625,-0.546875,2.1875,-10.125,1.7578125,-0.68359375,-5.25,-0.1728515625,0.0142822265625,-4.28125,4.46875,0.177734375,2.03125,-0.12353515625,-5.53125
0,12,False,28,2010,0.94921875,0.52734375,0.439453125,-5.59375,1.234375,-0.6328125,2.96875,-6.8125,1.375,-0.5546875,-8.5,-0.04638671875,0.30859375,0.55078125,3.46875,-0.08447265625,-1.40625,1.421875,-6.59375
0,13,False,28,2010,0.279296875,0.388671875,-2.609375,-4.15625,2.359375,-0.447265625,2.96875,-2.8125,-0.4296875,-0.62890625,-4.875,0.040283203125,-2.046875,0.4765625,0.734375,0.177734375,0.84375,0.07958984375,-3.265625
0,14,False,28,2010,-6.65625,0.2353515625,-4.5,-4.90625,1.65625,-0.2470703125,2.25,-6.125,-1.2421875,-0.31640625,0.034912109375,0.248046875,-3.078125,2.28125,4.28125,0.53125,2.140625,0.375,-2.5625
0,15,False,28,2010,1.765625,0.8046875,-0.640625,-1.1484375,1.390625,-0.609375,2.078125,-1.25,0.2275390625,-0.73046875,-0.201171875,-0.00921630859375,-0.447265625,0.74609375,2.671875,0.71875,2.203125,0.392578125,-4.65625
0,16,False,28,2010,1.921875,0.83984375,-1.546875,-2.390625,1.9140625,-0.6328125,2.4375,-6.03125,0.6328125,-0.76953125,1.5625,0.224609375,-0.462890625,-0.53125,2.546875,0.0299072265625,1.640625,0.6171875,-6.3125
0,17,False,28,2010,1.5546875,0.67578125,-0.75,-2.15625,1.890625,-0.6015625,0.8046875,8.125,0.71484375,-0.7734375,-3.1875,0.3203125,-1.671875,-2.109375,1.4609375,0.26171875,0.75390625,-0.7578125,-4.6875
0,18,False,28,2010,0.72265625,0.9140625,-0.96875,0.3125,0.87109375,-0.70703125,-0.326171875,3.8125,1.484375,-0.8515625,-0.54296875,1.765625,-0.69140625,-3.359375,5.46875,0.60546875,5.21875,0.038818359375,-2.671875
0,19,False,28,2010,1.4453125,0.6953125,0.146484375,-0.294921875,0.78515625,-0.609375,0.875,1.21875,0.09619140625,-0.6640625,-8.6875,0.97265625,-2.15625,3.1875,-0.1611328125,0.427734375,-0.255859375,-0.2734375,-2.296875
0,20,False,28,2010,1.5546875,0.546875,-1.03125,-1.3515625,0.50390625,-0.546875,0.294921875,-3.359375,0.8515625,-0.6484375,-2.234375,1.1640625,-0.478515625,0.478515625,4.1875,0.236328125,-0.41015625,0.6484375,-1.6953125
0,21,False,28,2010,1.5,0.75390625,-1.3125,-2.5625,1.1015625,-0.703125,1.0625,-2.8125,1.9609375,-0.8203125,0.330078125,0.21875,0.1728515625,-0.875,3.703125,-1.2734375,0.3984375,1.171875,-4.21875
0,22,False,28,2010,1.2265625,0.6640625,-1.390625,-3.03125,2.046875,-0.62890625,0.72265625,3.265625,1.921875,-0.671875,-2.625,0.12451171875,-1.0234375,-0.248046875,-0.0262451171875,-0.6015625,-1.5078125,-1.09375,-4.28125
0,23,False,28,2010,1.515625,0.72265625,-0.12890625,-2.421875,1.4609375,-0.64453125,0.65234375,5.25,1.0625,-0.78515625,-7.53125,0.9296875,-1.71875,-1.2578125,6.375,0.310546875,-1.9140625,-1.4453125,-2.28125
0,24,False,28,2010,1.296875,0.5,-1.2265625,-1.296875,1.4609375,-0.447265625,0.62109375,7.28125,0.81640625,-0.734375,-1.6015625,0.064453125,-6.3125,-0.82421875,0.259765625,0.051513671875,-6.1875,-0.326171875,-0.6640625
0,25,False,28,2010,1.328125,0.80859375,1.359375,-0.875,0.8515625,-0.62890625,-0.06201171875,1.4296875,1.2890625,-0.5859375,-4.09375,-0.018310546875,-1.625,1.046875,3.953125,-0.007598876953125,2.796875,0.228515625,-2.953125
0,26,False,28,2010,1.484375,0.78125,-0.050537109375,0.5859375,0.04150390625,-0.71484375,-0.423828125,3.65625,0.65234375,-0.703125,0.2734375,0.7421875,-0.240234375,-0.73046875,-1.8359375,0.2255859375,0.9609375,0.05322265625,-1.78125
0,27,False,28,2010,1.4296875,0.64453125,-1.921875,-1.7265625,1.453125,-0.87109375,2.0,2.28125,0.44921875,-0.69140625,1.9296875,1.8203125,0.19921875,-1.0703125,2.8125,-0.1396484375,1.296875,-0.412109375,-1.984375
0,28,False,28,2010,1.4609375,0.73046875,-0.052734375,-1.4921875,1.078125,-0.6171875,0.78515625,4.375,-0.1005859375,-0.69140625,-6.375,0.86328125,-2.3125,1.3984375,-0.201171875,0.62109375,0.734375,-0.16796875,-5.8125
0,29,False,28,2010,1.7265625,0.70703125,-0.6171875,-1.7734375,1.2578125,-0.51171875,0.7734375,-3.625,0.0986328125,-0.6953125,-2.640625,0.25,-0.66796875,-3.375,4.625,0.69921875,-0.9921875,0.91796875,-8.0625
0,30,False,28,2010,1.5859375,0.74609375,-0.99609375,-1.8125,1.203125,-0.671875,1.6171875,-3.09375,-0.10205078125,-0.75390625,1.7421875,-0.53125,-1.09375,-0.63671875,3.21875,0.9375,0.9609375,0.81640625,-8.5625
0,31,False,28,2010,1.515625,0.70703125,-0.255859375,-1.5078125,0.98828125,-0.6171875,1.359375,-2.78125,0.5625,-0.703125,-0.703125,-0.34765625,-1.171875,0.3359375,1.5078125,0.75390625,-0.87890625,0.5546875,-6.59375
0,32,False,28,2010,1.1796875,0.5703125,1.0078125,-1.5703125,0.70703125,0.130859375,0.18359375,3.625,1.4453125,-0.62109375,-1.71875,0.3046875,-1.8046875,-4.0625,2.796875,0.1708984375,-2.28125,-0.5625,-7.5625
0,33,False,28,2010,1.875,0.640625,-0.04052734375,-4.125,0.66015625,-0.447265625,0.6796875,-6.75,1.375,-0.67578125,-4.0625,0.458984375,-2.109375,-5.28125,4.59375,0.1357421875,-0.81640625,0.84765625,-6.0
0,34,False,28,2010,-5.375,0.328125,-9.0625,-8.75,-0.3046875,-0.3125,4.65625,-17.0,0.57421875,-0.62109375,-7.65625,-1.8515625,-6.0,-4.125,1.734375,0.154296875,-3.109375,-0.55859375,-4.59375
0,35,False,28,2010,0.193359375,0.58984375,1.4375,-11.5625,1.1015625,0.7890625,1.5625,-15.9375,1.296875,-0.59375,-3.40625,-0.033935546875,-2.078125,-4.59375,0.5390625,-0.022216796875,0.83203125,0.0830078125,-3.375
0,36,False,28,2010,1.0390625,0.54296875,-0.3984375,-4.28125,1.375,-0.55859375,0.92578125,-10.0625,1.59375,-0.4921875,-4.0625,-0.388671875,-0.0419921875,-3.1875,2.78125,0.271484375,-3.046875,1.0234375,-7.78125
0,37,False,28,2010,1.640625,0.5859375,0.0986328125,-3.125,1.8359375,-0.3984375,1.4765625,1.0390625,0.00127410888671875,-0.435546875,-0.1806640625,-0.1865234375,-0.7109375,-1.7421875,2.40625,0.8984375,1.0,0.0869140625,-5.71875
0,38,False,28,2010,1.7734375,0.69921875,0.5390625,-4.34375,2.09375,-0.44140625,1.1875,-5.84375,2.34375,-0.53125,-0.6015625,-0.1455078125,-1.4609375,-2.71875,1.84375,0.3515625,-0.1650390625,1.3671875,-4.96875
0,39,False,28,2010,1.1015625,0.7109375,1.265625,-2.46875,0.703125,-0.482421875,0.6484375,2.09375,0.76171875,-0.62109375,0.671875,-0.0096435546875,-2.9375,-1.703125,-0.2041015625,0.11572265625,-2.015625,0.0272216796875,-6.8125
0,40,False,28,2010,1.484375,0.68359375,0.357421875,0.142578125,0.61328125,-0.58984375,0.1259765625,0.359375,0.375,-0.73828125,-3.59375,0.26953125,-0.62890625,-0.56640625,1.7890625,0.482421875,-1.171875,0.287109375,-4.9375
0,41,False,28,2010,1.125,0.77734375,0.08544921875,-0.5078125,0.2138671875,-0.69921875,1.0625,2.734375,0.08544921875,-0.7578125,-1.4296875,-0.330078125,-0.55078125,0.72265625,-0.1220703125,-0.328125,-0.66796875,0.466796875,-3.890625
0,42,False,28,2010,1.25,0.7265625,-0.353515625,0.5546875,0.79296875,-0.71875,0.59765625,3.109375,0.357421875,-0.74609375,-2.046875,0.6796875,-1.0625,0.6015625,3.609375,0.6875,1.03125,-0.58203125,-2.3125
0,43,False,28,2010,1.6484375,0.60546875,0.494140625,-1.953125,1.296875,-0.62890625,1.140625,-0.1865234375,0.265625,-0.65234375,-6.15625,0.7578125,-1.9296875,-6.03125,3.734375,0.1201171875,0.1787109375,0.2177734375,-6.09375
0,44,False,28,2010,1.7265625,0.46875,0.84375,-2.078125,1.0234375,-0.42578125,0.5546875,0.30078125,-0.031982421875,-0.7578125,-5.09375,0.5078125,-2.234375,-5.09375,4.15625,0.059326171875,-0.67578125,0.0517578125,-6.65625
0,45,False,28,2010,2.28125,0.494140625,-5.4375,-4.75,2.28125,-0.4609375,1.8203125,-11.375,-1.5859375,-0.451171875,-4.5,-0.546875,-2.921875,-1.6328125,1.4375,0.310546875,2.75,0.439453125,-1.8515625
0,46,False,28,2010,1.109375,0.64453125,0.73046875,-3.328125,0.5625,-0.244140625,0.78125,2.921875,0.138671875,-0.6640625,-2.546875,-0.4140625,-1.4375,-4.28125,-3.203125,0.490234375,1.3984375,0.06396484375,-6.46875
0,47,False,28,2010,1.2421875,0.6640625,1.03125,-2.265625,2.015625,-0.59375,0.54296875,6.75,0.66796875,-0.6171875,-1.640625,0.376953125,-1.578125,-4.5625,1.546875,0.4296875,-4.375,-0.059814453125,-3.296875
0,48,False,28,2010,1.4140625,0.65234375,0.65234375,3.03125,0.99609375,-0.59765625,0.296875,4.75,0.1474609375,-0.6328125,-1.921875,0.578125,-0.8359375,-0.91015625,1.234375,0.314453125,-1.140625,0.388671875,-1.4453125
0,49,False,28,2010,0.8046875,0.66015625,0.035888671875,1.7890625,0.1484375,-0.546875,0.62890625,-0.02001953125,-0.69140625,-0.6796875,-0.07861328125,0.734375,-0.2431640625,-1.1796875,1.359375,0.6015625,3.046875,0.515625,-2.890625
0,50,False,28,2010,-5.0625,0.61328125,-3.40625,-5.34375,1.921875,-0.498046875,1.5859375,-13.4375,-1.15625,-0.640625,-5.4375,-2.140625,-3.90625,-3.640625,3.28125,0.0252685546875,0.703125,-1.109375,-5.625
0,51,False,28,2010,-0.59375,0.6796875,1.5625,-10.5,1.46875,1.7265625,1.53125,-11.5,0.392578125,-0.6328125,-4.15625,-0.03173828125,-3.09375,-5.8125,0.400390625,-0.03955078125,3.234375,0.392578125,-6.15625
0,52,False,28,2010,1.0,0.74609375,-0.2275390625,-2.21875,1.625,-0.291015625,1.8359375,-0.181640625,0.7890625,-0.78515625,0.2578125,-0.36328125,-0.5859375,-0.96484375,0.166015625,0.8828125,2.28125,0.40625,-7.75
0,53,False,28,2010,1.0,0.69140625,0.58203125,-0.546875,1.875,-0.5859375,0.80859375,4.4375,-0.53515625,-0.83203125,3.125,-0.265625,-0.043212890625,-2.46875,1.484375,0.8984375,4.1875,0.271484375,-3.28125
0,54,False,28,2010,0.953125,0.765625,-0.203125,0.50390625,0.484375,0.72265625,1.6484375,3.234375,-0.259765625,-0.326171875,1.3359375,0.1796875,0.5703125,-1.765625,-0.546875,0.640625,5.5,0.484375,-0.2099609375
0,55,False,28,2010,0.8203125,0.75,-0.10888671875,1.09375,-1.453125,-0.330078125,1.140625,2.0625,-0.435546875,-0.765625,1.28125,-0.26953125,0.0869140625,2.90625,1.3828125,-0.2138671875,2.28125,0.73828125,1.8515625
0,56,False,28,2010,1.109375,0.78515625,-0.52734375,-1.1875,0.2255859375,-0.8046875,2.078125,2.421875,0.78125,-0.89453125,2.9375,-0.2021484375,-0.61328125,0.94140625,2.25,-2.25,1.40625,0.92578125,-3.5
0,57,False,28,2010,1.4765625,0.6640625,-1.09375,-3.71875,1.8125,-0.42578125,1.375,2.203125,2.703125,-0.7734375,-1.8359375,-0.107421875,-0.8984375,0.390625,1.8515625,-0.68359375,-1.96875,0.1884765625,-3.703125
0,58,False,28,2010,0.95703125,0.73046875,1.4140625,-2.375,2.171875,2.09375,0.90625,4.5,0.36328125,-0.443359375,1.1640625,-0.423828125,-0.1533203125,-3.625,2.9375,0.1318359375,0.41015625,0.60546875,-1.6328125
0,59,False,28,2010,1.359375,0.68359375,0.99609375,0.059326171875,0.66796875,-0.609375,0.0634765625,1.1328125,1.5234375,-0.55859375,-5.0,-0.21484375,-1.421875,1.53125,2.390625,-0.045654296875,0.62109375,-0.07666015625,-3.3125
0,60,False,28,2010,1.4609375,0.6015625,-0.2431640625,-0.8125,1.1640625,-0.671875,0.87890625,-1.6015625,-0.10107421875,-0.66796875,-3.9375,1.078125,-0.5390625,-2.3125,1.703125,0.318359375,0.765625,0.306640625,-3.109375
0,61,False,28,2010,0.9296875,0.77734375,-1.1015625,-2.15625,2.3125,-0.83203125,1.9921875,0.66015625,0.34765625,-0.6171875,-3.328125,1.3359375,-0.14453125,-5.84375,5.84375,0.44921875,3.75,0.412109375,-2.3125
0,62,False,28,2010,1.40625,0.7578125,0.314453125,0.455078125,2.03125,-0.6171875,1.6171875,4.59375,0.39453125,-0.67578125,-6.90625,0.69921875,-1.3046875,5.25,3.546875,0.4296875,-0.0086669921875,-0.09716796875,-4.53125
0,63,False,28,2010,-6.15625,0.671875,-2.28125,-3.828125,2.390625,4.96875,2.109375,-7.78125,1.34375,-0.68359375,-4.9375,-1.9765625,-5.28125,-3.234375,1.953125,-0.0020904541015625,-1.3203125,-1.265625,-5.96875
0,64,False,28,2010,-0.1435546875,0.65234375,1.6796875,-6.5,0.8671875,1.453125,0.138671875,-5.625,0.9921875,-0.33984375,-3.4375,0.10009765625,-2.90625,-2.515625,2.359375,-0.0257568359375,0.2109375,0.83203125,-5.5
0,65,False,28,2010,-0.7578125,0.67578125,-0.76953125,-5.78125,0.77734375,0.66796875,0.79296875,-7.1875,0.375,-0.326171875,-5.125,-0.416015625,-4.125,-5.46875,2.53125,0.000759124755859375,-1.875,-0.359375,-4.5
0,66,False,28,2010,-0.4296875,0.5625,1.375,-11.5625,0.875,4.3125,1.7734375,-6.5,2.109375,-0.57421875,-2.75,-0.1396484375,-3.359375,-6.90625,1.2421875,-0.000675201416015625,2.078125,-0.244140625,-4.9375
0,67,False,28,2010,1.53125,0.53515625,-0.83203125,-4.71875,2.9375,-0.6484375,1.71875,-3.046875,2.78125,-0.578125,-3.78125,-0.1396484375,0.33203125,-2.5,4.53125,0.427734375,-1.7578125,0.86328125,-9.9375
0,68,False,28,2010,1.6171875,0.58203125,0.55859375,-2.859375,2.78125,-0.52734375,1.1796875,1.203125,0.76171875,-0.4609375,-2.9375,-0.2294921875,-0.66015625,0.177734375,2.5625,1.0625,-0.94921875,0.55078125,-6.3125
0,69,False,28,2010,1.7109375,0.5546875,0.63671875,-5.0,2.28125,-0.318359375,0.478515625,-3.59375,3.953125,-0.390625,0.11572265625,-0.04248046875,-1.2109375,1.078125,3.625,-0.462890625,-1.1640625,1.2734375,-2.0625
0,70,False,28,2010,1.1953125,0.6796875,0.890625,-1.7109375,0.9375,-0.625,1.3828125,6.3125,0.76171875,-0.62109375,-0.765625,0.2216796875,-1.3984375,0.030029296875,-0.474609375,0.166015625,-3.53125,-0.259765625,-5.0625
0,71,False,28,2010,1.5625,0.640625,-0.032958984375,1.0625,0.79296875,-0.67578125,0.57421875,1.0390625,0.96484375,-0.71484375,-2.53125,0.40625,0.1572265625,0.44921875,1.9140625,0.32421875,-0.6171875,0.341796875,-4.875
0,72,False,28,2010,0.9609375,0.7265625,0.04638671875,-1.7578125,0.470703125,-0.7734375,2.34375,-2.734375,0.4765625,-0.6953125,-0.234375,-0.1533203125,-0.72265625,1.234375,-0.126953125,-0.6171875,2.109375,0.59375,-4.84375
0,73,False,28,2010,1.25,0.78515625,-0.3828125,-2.0625,2.0,-0.82421875,1.078125,1.8515625,1.9453125,-0.78515625,-3.015625,0.578125,-1.453125,1.21875,4.1875,0.52734375,0.216796875,-0.3046875,-4.4375
0,74,False,28,2010,1.46875,0.75390625,0.4609375,-2.046875,1.5078125,-0.625,1.359375,-1.7109375,1.9765625,-0.69921875,-6.0625,1.1328125,-1.765625,-5.46875,2.25,0.28125,1.5390625,0.3359375,-5.65625
0,75,False,28,2010,1.46875,0.75,0.88671875,-2.09375,1.2578125,-0.75390625,0.8671875,-3.296875,1.328125,-0.73046875,-4.9375,0.98046875,-2.359375,-5.3125,2.5625,0.32421875,0.11767578125,0.470703125,-5.375
0,76,False,28,2010,2.375,0.455078125,-4.0,-2.234375,1.390625,-0.5078125,1.0390625,-9.75,-0.3984375,-0.578125,-2.90625,-1.53125,-3.890625,-0.8984375,2.03125,0.1435546875,3.453125,-0.40234375,-2.515625
0,77,False,28,2010,1.4453125,0.6328125,0.52734375,-5.03125,0.69921875,-0.609375,1.234375,-1.296875,2.859375,-0.64453125,-0.65234375,-0.306640625,-2.375,-4.1875,-0.11376953125,0.640625,0.55859375,0.546875,-8.25
0,78,False,28,2010,1.3984375,0.59375,0.177734375,-2.71875,1.796875,-0.60546875,0.87890625,4.375,2.046875,-0.703125,-1.203125,0.412109375,-0.490234375,-4.03125,2.390625,0.2470703125,-3.140625,0.1591796875,-4.71875
0,79,False,28,2010,1.1796875,0.671875,0.953125,-1.0390625,0.87109375,-0.609375,0.40234375,-4.40625,0.365234375,-0.74609375,-3.84375,0.83203125,-1.5625,-4.90625,4.65625,0.259765625,1.4140625,0.3984375,-3.140625
0,80,False,28,2010,2.46875,0.447265625,-3.03125,-4.9375,2.34375,-0.384765625,1.7734375,-16.75,-1.296875,-0.58203125,-4.65625,-0.98828125,-4.125,-1.5390625,3.03125,0.296875,3.765625,-0.010009765625,-1.828125
0,81,False,28,2010,1.1640625,0.59765625,0.66015625,-3.140625,0.2451171875,-0.484375,1.5703125,-0.09130859375,1.640625,-0.61328125,-1.546875,-0.267578125,-1.3203125,-2.421875,1.59375,0.1513671875,1.5703125,0.796875,-6.46875
0,82,False,28,2010,1.2109375,0.61328125,0.515625,-2.484375,0.84765625,-0.59765625,1.0078125,7.4375,1.3203125,-0.72265625,-0.71875,0.2392578125,-1.2109375,-2.0,1.7578125,0.294921875,-4.34375,0.0242919921875,-4.71875
0,83,False,28,2010,1.5234375,0.625,-0.5625,-0.30859375,2.3125,-0.66796875,0.9453125,3.0625,2.1875,-0.7109375,-0.39453125,0.423828125,-0.376953125,3.203125,1.953125,0.349609375,-4.40625,0.37109375,-5.1875
0,84,False,28,2010,1.34375,0.75390625,0.76953125,-2.703125,1.609375,-0.388671875,0.6796875,-6.5625,1.28125,-0.44140625,-1.8359375,0.87890625,-0.8125,-4.78125,0.953125,0.01611328125,1.546875,0.322265625,-4.90625
0,85,False,28,2010,-7.28125,0.455078125,-6.15625,-5.03125,1.1171875,-0.00238037109375,3.09375,-8.8125,-0.95703125,-0.6953125,-5.84375,-2.109375,-5.375,-3.890625,1.5078125,-0.0084228515625,0.578125,-0.953125,-4.6875
0,86,False,28,2010,-1.8125,0.6171875,1.640625,-9.9375,1.40625,-0.0537109375,2.03125,-4.15625,-0.55859375,-0.64453125,-4.90625,0.1728515625,-3.734375,-5.21875,4.625,-0.032470703125,1.6015625,1.265625,-5.65625
0,87,False,28,2010,1.265625,0.69921875,-1.25,-3.828125,1.0078125,-0.68359375,2.5,-7.3125,4.5,-0.72265625,-1.921875,-0.4375,-0.453125,0.26953125,1.53125,0.0546875,-0.34375,1.515625,-9.125
0,88,False,28,2010,1.765625,0.69921875,-0.032958984375,-3.625,2.453125,-0.71875,1.1171875,-0.95703125,1.1171875,-0.85546875,3.5,0.140625,0.58984375,-1.140625,2.671875,0.201171875,0.81640625,1.2109375,-3.234375
0,89,False,28,2010,1.75,0.62109375,-0.298828125,-1.1171875,1.2578125,0.3359375,0.58984375,1.1328125,2.5625,-0.65234375,2.40625,0.6015625,0.1533203125,-0.609375,2.171875,0.10693359375,0.31640625,0.62890625,-0.7109375
0,90,False,28,2010,1.640625,0.703125,-0.271484375,-1.6484375,1.6015625,-0.6328125,1.6328125,-7.53125,2.46875,-0.734375,-1.2734375,0.359375,-0.337890625,0.482421875,4.0,-0.2294921875,0.5390625,1.171875,-0.201171875
0,91,False,28,2010,1.609375,0.68359375,-0.09033203125,-3.09375,1.3515625,-0.62109375,1.234375,-4.15625,4.90625,-0.6484375,-0.8671875,-0.0198974609375,-1.0078125,0.80078125,3.890625,-1.3359375,0.671875,0.8671875,-2.125
0,92,False,28,2010,1.6796875,0.455078125,-1.4140625,-4.65625,1.265625,-0.34375,0.46875,6.40625,4.125,-0.41796875,3.40625,0.0478515625,-1.2265625,-0.50390625,-0.8359375,-0.1748046875,-1.8203125,0.322265625,-1.421875
0,93,False,28,2010,1.0625,0.5859375,1.1875,0.49609375,-0.5234375,-0.50390625,0.76953125,10.75,5.625,-0.73046875,0.578125,-0.208984375,-5.0625,-3.21875,2.875,0.0311279296875,-5.21875,-0.08447265625,-0.91796875
0,94,False,28,2010,1.484375,0.546875,0.041748046875,0.36328125,0.5234375,-0.5546875,-0.185546875,1.6171875,6.46875,-0.4609375,-5.75,-0.333984375,-1.6640625,3.0,0.78515625,-0.049560546875,-2.84375,-0.1279296875,-1.0703125
0,95,False,28,2010,1.7421875,0.640625,0.34375,-2.015625,1.390625,0.1455078125,0.0301513671875,-2.6875,2.140625,-0.66796875,-2.484375,1.28125,-1.765625,-3.125,1.765625,0.2431640625,0.3671875,0.060302734375,-3.546875
0,96,False,28,2010,0.953125,0.48046875,-1.546875,-5.46875,1.34375,-0.1552734375,1.4375,0.4609375,5.40625,-0.419921875,-3.4375,0.2314453125,-1.421875,4.75,4.84375,0.66796875,-0.314453125,1.5625,-2.90625
0,97,False,28,2010,1.1328125,0.796875,-0.625,-2.328125,1.9375,-0.828125,2.0625,0.416015625,1.0,-0.71484375,-0.1953125,0.87890625,0.18359375,-2.375,5.15625,0.326171875,1.75,0.49609375,-4.71875
0,98,False,28,2010,0.859375,0.70703125,0.55859375,-0.58984375,1.65625,-0.53125,1.703125,3.578125,0.6171875,-0.671875,-6.875,0.890625,-1.40625,3.984375,1.1953125,0.330078125,-0.341796875,0.1865234375,-6.09375
0,99,False,28,2010,1.0625,0.703125,0.08837890625,-0.28515625,1.8125,-0.416015625,1.1796875,-1.4375,0.2138671875,-0.64453125,-0.85546875,0.55859375,0.26171875,-3.515625,4.25,0.7890625,-3.828125,0.73828125,-7.65625
0,100,False,28,2010,-6.5,0.380859375,-6.09375,-6.15625,1.9375,7.34375,3.5625,-11.8125,2.3125,-0.68359375,-5.09375,-1.8671875,-5.6875,-1.671875,1.7421875,0.00051116943359375,0.1474609375,-0.77734375,-6.71875
0,101,False,28,2010,-2.140625,0.64453125,1.78125,-10.5,1.0078125,1.7734375,1.1015625,-6.125,1.3046875,-0.6484375,-3.296875,0.2431640625,-3.96875,-3.0,2.046875,-0.0013580322265625,-0.482421875,1.2421875,-5.4375
0,102,False,28,2010,-1.1796875,0.6953125,-0.9296875,-3.28125,0.98046875,-0.0771484375,0.8671875,-4.46875,0.546875,-0.498046875,-4.53125,-0.259765625,-2.28125,-1.984375,-0.765625,-0.01531982421875,-2.328125,0.05908203125,-2.828125
0,103,False,28,2010,-3.1875,0.578125,0.07275390625,-3.4375,2.40625,5.53125,2.390625,-6.3125,-0.72265625,-0.07958984375,-4.71875,0.49609375,-1.90625,-3.65625,2.4375,-0.0262451171875,0.79296875,-0.484375,-1.6875
0,104,False,28,2010,-6.28125,0.5703125,-6.0,-5.71875,0.25,6.46875,3.703125,-14.0625,2.53125,-0.59765625,-4.5,-1.5,-5.34375,-3.4375,0.85546875,0.018798828125,-0.326171875,-1.46875,-4.40625
0,105,False,28,2010,-0.9140625,0.55859375,1.328125,-5.625,1.3671875,1.6875,1.3671875,-0.87890625,4.34375,-0.5546875,-2.890625,0.255859375,-2.34375,0.3984375,2.21875,0.0032501220703125,-1.5078125,0.11572265625,-3.078125
0,106,False,28,2010,-3.984375,0.51171875,-1.0390625,-6.21875,0.859375,4.65625,2.4375,-8.8125,0.91796875,-0.490234375,-3.921875,-1.046875,-5.09375,-3.140625,1.8203125,-0.0025177001953125,0.2734375,-0.37890625,-5.5625
0,107,False,28,2010,-6.84375,0.3671875,1.921875,-10.4375,3.90625,4.53125,2.421875,-10.8125,-0.6875,-0.58984375,-5.125,0.08935546875,-2.578125,-0.98828125,0.078125,-0.0016632080078125,0.271484375,1.2734375,-6.40625
